Categoria,Nutriente/Substância Bioativa/Enzima,0 a 6 meses,7 a 11 meses,1 a 3 anos,4 a 8 anos ,9 a 18 anos,Maiores 19 anos ,Lactantes,Gestantes ,Observações
Minerais,Magnésio,Não autorizado,Não autorizado,"Mínimo: 12 mg
 
Máximo: 65 mg","Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,"Mínimo: 12 mg
 
Máximo: 65 mg","Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg
 
Máximo: 350 mg","Mínimo: 60 mg
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,"Mínimo: 12 mg
 
Máximo: 65 mg","Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg
 
Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,"Mínimo: 12 mg
 
Máximo: 65 mg","Mínimo: 19,5 mg
 
Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg  

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,"Mínimo: 12mg 
Máximo: 65mg","Mínimo: 19,5 mg
 
Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 
 
Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg
 
Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg 

Máximo: 110 mg","Mínimo: 61,5 mg
 
Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg
 
Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg
 
Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg
 
Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg
 
Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg 

Máximo: 350 mg","Mínimo: 54 mg
 
Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Magnésio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 19,5 mg
 
Máximo: 110 mg","Mínimo: 61,5 mg 

Máximo: 350 mg","Mínimo: 63 mg
 
Máximo: 350 mg","Mínimo: 54 mg 

Máximo: 350 mg","Mínimo: 60 mg 

Máximo: 350 mg",
Minerais,Manganês,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,35 mg 

Máximo: 1,66 mg",Não autorizado,Não autorizado,
Substâncias bioativas,Metilsulfonilmetano,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido

Máximo: 900 mg/dia.",Não autorizado,Não autorizado,
Minerais,Molibdênio,Não autorizado,Não autorizado,"Mínimo: 2,55 μg

Máximo: 283 μg","Mínimo: 3,3 μg

Máximo: 578 μg","Mínimo:  6,45 μg 

Máximo: 1.057 μg","Mínimo: 6,75 μg 

Máximo: 1.955 μg","Mínimo: 7,5 μg

Máximo: 1.650 μg","Mínimo: 7,5 μg

Máximo: 1.650 μg",
Minerais,Molibdênio,Não autorizado,Não autorizado,"Mínimo: 2,55 μg

Máximo: 283 μg","Mínimo: 3,3 μg

Máximo: 578 μg","Mínimo:  6,45 μg

Máximo: 1.057 μg","Mínimo: 6,75 μg

Máximo: 1.955 μg","Mínimo: 7,5 μg

Máximo: 1.650 μg","Mínimo: 7,5 μg

Máximo: 1.650 μg",
Minerais,Molibdênio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 3,3 μg

Máximo: 578 μg","Mínimo:  6,45 μg

Máximo: 1.057 μg","Mínimo: 6,75 μg

Máximo: 1.955 μg","Mínimo: 7,5 μg

Máximo: 1.650 μg","Mínimo: 7,5 μg

Máximo: 1.650 μg",
Vitaminas,Niacina,Não autorizado,Não autorizado,"Mínimo: 0,9 mg
 
Máximo: 10 mg","Mínimo: 1,2 mg 

Máximo: 15 mg","Mínimo: 2,4 mg
 
Máximo: 20 mg","Mínimo: 2,4 mg 

Máximo: 35 mg","Mínimo: 2,55 mg 

Máximo: 30 mg","Mínimo: 2,7 mg
 
Máximo: 30 mg","Como niacina equivalente (NE). Niacina equivalente refere-se ao teor de ácido nicotínico e nicotinamida somado ao teor de niacina
proveniente da eventual presença de triptofano. 60 mg de triptofano = 1 mg de niacina = 1 mg de niacina equivalente."
Vitaminas,Niacina,Não autorizado,Não autorizado,"Mínimo: 0,9 mg
 
Máximo: 10 mg","Mínimo: 1,2 mg
 
Máximo: 15 mg","Mínimo: 2,4 mg
 
Máximo: 20 mg","Mínimo: 2,4 mg 

Máximo: 35 mg","Mínimo: 2,55 mg 

Máximo: 30 mg","Mínimo: 2,7 mg
 
Máximo: 30mg","Como niacina equivalente (NE). Niacina equivalente refere-se ao teor de ácido nicotínico e nicotinamida somado ao teor de niacina
proveniente da eventual presença de triptofano. 60 mg de triptofano = 1 mg de niacina = 1 mg de niacina equivalente."
Vitaminas,Niacina,Não autorizado,Não autorizado,"Mínimo: 0,9 mg/dia
 
Máximo: 10 mg/dia","Mínimo: 1,2 mg/dia 

Máximo: 15 mg/dia","Mínimo: 2,4 mg/dia
 
Máximo: 20 mg/dia","Mínimo: 2,4 mg/dia 

Máximo: 35 mg/dia","Mínimo: 2,55 mg/dia 

Máximo: 30 mg/dia","Mínimo: 2,7 mg/dia
 
Máximo: 30 mg/dia","Como niacina equivalente (NE). 1 mg de NE = 1 mg de niacina = 2,71 mg de mononucleotídeo de beta-nicotinamida = 60 mg de triptofano."
Minerais,Potássio,-,-,-,-,-,-,-,-,"""Constituintes permitidos apenas para suplementos líquidos de carboidratos e eletrólitos e suplementos líquidos de eletrólitos, desde que o teor de potássio não ultrapasse 700 miligramas por litro. Os suplementos líquidos de eletrólitos estão permitidos apenas para crianças a partir de 9 anos de idade e indivíduos acima de 19 anos de idade, exceto gestantes e lactantes."""
Minerais,Potássio,-,-,-,-,-,-,-,-,"""Constituintes permitidos apenas para suplementos líquidos de carboidratos e eletrólitos e suplementos líquidos de eletrólitos, desde que o teor de potássio não ultrapasse 700 miligramas por litro. Os suplementos líquidos de eletrólitos estão permitidos apenas para crianças a partir de 9 anos de idade e indivíduos com idade igual ou acima de 19 anos de idade, exceto gestantes e lactantes."""
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g 

Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g 

Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido","Mínimo: 10,65 g
 
Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g 

Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g 

Máximo: Não estabelecido","Mínimo: 10,65 g
 
Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g 

Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g 

Máximo: Não estabelecido","Mínimo: 10,65 g
 
Máximo: Não estabelecido","Mínimo: 10,65 g
 
Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g 

Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g
 
Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g
 
Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 2,85 g
 
Máximo: Não estabelecido","Mínimo: 7,8 g 

Máximo: Não estabelecido","Mínimo: 8,4 g 

Máximo: Não estabelecido","Mínimo: 10,65 g 

Máximo: Não estabelecido","Mínimo: 10,65 g
 
Máximo: Não estabelecido",
Proteínas,Proteína,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 8,4 g 

Máximo: Não estabelecido",Não autorizado,Não autorizado,
Substâncias bioativas,Rutina,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido

Máximo: 0,6 mg",Não autorizado,Não autorizado,
Minerais,Selênio,"Mínimo: 2,25 μg

Máximo: 30 μg","Mínimo: 3 μg

Máximo: 40 μg","Mínimo: 3 μg

Máximo: 70 μg","Mínimo: 4,5 μg

Máximo: 120 μg","Mínimo: 8,25 μg

Máximo: 202,46 μg","Mínimo: 8,25 μg

Máximo: 319,75 μg","Mínimo: 10,5 μg

Máximo: 320,20 μg","Mínimo: 9 μg

Máximo: 309,65 μg",
Minerais,Selênio,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 4,5 μg

Máximo: 120 μg","Mínimo: 8,25 μg

Máximo: 202,46 μg","Mínimo: 8,25 μg

Máximo: 319,75 μg","Mínimo: 10,5 μg

Máximo: 320,20 μg","Mínimo: 9 μg

Máximo: 309,65 μg",
Substâncias bioativas,Silício,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido 

  Máximo: 15,67 mg",Não autorizado,Não autorizado,
Substâncias bioativas,Silício,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido 

 Máximo: 15,67 mg",Não autorizado,Não autorizado,
Substâncias bioativas,Silício,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido

 Máximo: 15,67 mg",Não autorizado,Não autorizado,
Minerais,Sódio,-,-,-,-,-,-,-,-,"Constituintes permitidos apenas para suplementos líquidos de carboidratos e eletrólitos e suplementos líquidos de eletrólitos, desde que o produto contenha, no mínimo, 460 miligramas de sódio por litro e, no máximo, 1.150 miligramas de sódio por litro. Os suplementos líquidos de eletrólitos estão permitidos apenas para indivíduos acima de 19 anos de idade, exceto gestantes e lactantes, conforme nota VI do Anexo I da IN 28/2018."
Outros Nutrientes,Taurina,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido

Máximo: 2.000 mg",Não autorizado,Não autorizado,
Vitaminas,Vitamina A,"Mínimo: 60 μg

Máximo: 200 μg","Mínimo: 75 μg

Máximo: 100 μg","Mínimo:45 μg

Máximo: 300 μg","Mínimo: 60 μg

Máximo: 500 μg","Mínimo: 135 μg

Máximo: 1.350,96 μg","Mínimo: 135 μg

Máximo: 2.623,61 μg","Mínimo: 195 μg

Máximo: 2.434,07 μg","Mínimo: 115,5 μg

Máximo: 2.414,35 μg","
Como equivalente de atividade de retinol (RAE). 1 RAE = 3,33 UI de vitamina A (atividade de retinol) = 1 mcg retinol, 12 mcg b-caroteno, 24 mcg a-caroteno ou 24 mcg b-criptoxantina"
Vitaminas,Vitamina A,"Mínimo: 60 μg

Máximo: 200 μg","Mínimo: 75 μg

Máximo: 100 μg","Mínimo:45 μg

Máximo: 300 μg","Mínimo: 60 μg

Máximo: 500 μg","Mínimo: 135 μg

Máximo: 1.350,96 μg","Mínimo: 135 μg

Máximo: 2.623,61 μg","Mínimo: 195 μg

Máximo: 2.434,07 μg","Mínimo: 115,5 μg

Máximo: 2.414,35 μg","Como equivalente de atividade de retinol (RAE). 1 RAE = 3,33 UI de vitamina A (atividade de retinol) = 1 mcg retinol, 12 mcg b-caroteno, 24 mcg a-caroteno ou 24 mcg b-criptoxantina"
Vitaminas,Vitamina A,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 135 µg

Máximo: 2.623,61 µg",Não autorizado,Não autorizado,
Vitaminas,Vitamina B1,"Mínimo: 0,03 mg 

Máximo: 0,3 mg","Mínimo: 0,045 mg
 
Máximo: 0,45 mg","Mínimo: 0,075 mg 

Máximo: 0,75 mg","Mínimo: 0,09 mg 

Máximo: 0,9 mg","Mínimo: 0,18 mg 

Máximo:  2,14 mg","Mínimo: 0,18 mg 

Máximo: 2,02 mg","Mínimo: 0,21 mg 

Máximo: 1,93 mg","Mínimo: 0,21 mg 

Máximo: 2,11 mg",
Vitaminas,Vitamina B1,"Mínimo: 0,03 mg 

Máximo: 0,3 mg","Mínimo: 0,045 mg
 
Máximo: 0,45 mg","Mínimo: 0,075 mg 

Máximo: 0,75 mg","Mínimo: 0,09 mg
 
Máximo: 0,9 mg","Mínimo: 0,18 mg 

Máximo:  2,14 mg","Mínimo: 0,18 mg
 
Máximo: 2,02 mg","Mínimo: 0,21 mg 

Máximo: 1,93 mg","Mínimo: 0,21 mg 

Máximo: 2,11 mg",
Vitaminas,Vitamina B12,"Mínimo: 0,06 μg

Máximo: 0,6 μg","Mínimo: 0,075 μg

Máximo: 0,75 μg","Mínimo: 0,135 μg

Máximo: 1,35 μg","Mínimo: 0,18 μg

Máximo: 1,8 μg","Mínimo: 0,36 μg

Máximo: 9,64 μg","Mínimo: 0,36 μg 

Máximo: 9,94 μg","Mínimo: 0,42 μg

Máximo: 10,07 μg","Mínimo: 0,39 μg

Máximo: 10,46 μg",
Vitaminas,Vitamina B12,"Mínimo: 0,06 μg

Máximo: 0,6 μg","Mínimo: 0,075 μg

Máximo: 0,75 μg","Mínimo: 0,135 μg

Máximo: 1,35 μg","Mínimo: 0,18 μg

Máximo: 1,8 μg","Mínimo: 0,36 μg

Máximo: 9,64 μg","Mínimo: 0,36 μg

Máximo: 9,94 μg","Mínimo: 0,42 μg

Máximo: 10,07 μg","Mínimo: 0,39 μg

Máximo: 10,46 μg",
Vitaminas,Vitamina B12,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,18 μg

Máximo: 1,8 μg","Mínimo: 0,36 μg

Máximo: 9,64 μg","Mínimo: 0,36 μg

Máximo: 9,94 μg","Mínimo: 0,42 μg

Máximo: 10,07 μg","Mínimo: 0,39 μg

Máximo: 10,46 μg",
Vitaminas,Vitamina B6,Não autorizado,Não autorizado,"Mínimo: 0,075 mg 

Máximo: 29,5 mg","Mínimo: 0,09 mg
 
Máximo: 39,4 mg","Mínimo: 0,195 mg 

Máximo: 58,63 mg","Mínimo: 0,26 mg 

Máximo: 98,60 mg","Mínimo: 0,3 mg 
 
Máximo: 78,68 mg","Mínimo: 0,285 mg 

Máximo: 78,59 mg",
Vitaminas,Vitamina B6,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,09 mg
 
Máximo: 39,4 mg","Mínimo: 0,195 mg 

Máximo: 58,63 mg","Mínimo: 0,26 mg 

Máximo: 98,60 mg","Mínimo: 0,3 mg 

Máximo: 78,68 mg","Mínimo: 0,285 mg 

Máximo: 78,59 mg",
Vitaminas,Vitamina C,Não autorizado,Não autorizado,"Mínimo: 2,25 mg 

Máximo: 385 mg","Mínimo: 3,75 mg 

Máximo: 625 mg","Mínimo: 11,25 mg 

Máximo: 1.125,65 mg","Mínimo: 13,5 mg 

Máximo: 1.916,02 mg","Mínimo: 18 mg 

Máximo: 1.726,73 mg","Mínimo: 12,75 mg 

Máximo: 1.723,43 mg",
Vitaminas,Vitamina C,Não autorizado,Não autorizado,"Mínimo: 2,25 mg 

Máximo: 385 mg","Mínimo: 3,75 mg 

Máximo: 625 mg","Mínimo: 11,25 mg 

Máximo: 1.125,65 mg","Mínimo: 13,5 mg
 
Máximo: 1.916,02 mg","Mínimo: 18 mg 

Máximo: 1.726,73 mg","Mínimo: 12,75 mg 

Máximo: 1.723,43 mg",
Vitaminas,Vitamina C,Não autorizado,Não autorizado,"Mínimo: 2,25 mg 

Máximo: 385 mg","Mínimo: 3,75 mg
 
Máximo: 625 mg","Mínimo: 11,25 mg 

Máximo: 1.125,65 mg","Mínimo: 13,5 mg 

Máximo: 1.916,02 mg","Mínimo: 18 mg 

Máximo: 1.726,73 mg","Mínimo: 12,75 mg 

Máximo: 1.723,43 mg",
Vitaminas,Vitamina C,Não autorizado,Não autorizado,"Mínimo: 2,25 mg 

Máximo: 385 mg","Mínimo: 3,75 mg
 
Máximo: 625 mg","Mínimo: 11,25mg 

Máximo: 1.125,65mg","Mínimo: 13,5 mg 

Máximo: 1.916,02 mg","Mínimo: 18 mg 

Máximo: 1.726,73 mg","Mínimo: 12,75 mg 

Máximo: 1.723,43 mg",
Vitaminas,Vitamina D,"Mínimo: 1,5 μg

Máximo: 12,5 μg","Mínimo: 1,5 μg

Máximo: 19,0 μg","Mínimo: 2,25 μg

Máximo: 31,5 μg","Mínimo: 2,25 μg

Máximo: 37,5 μg","Mínimo: 2,25 μg
 
Máximo: 50,0 μg","Mínimo: 3 μg

Máximo: 50,0 μg","Mínimo: 2,25 μg

Máximo: 50,0 μg","Mínimo: 2,25 μg

Máximo: 50,0 μg",Como Colecalciferol. 1 μg colecalciferol = 40 UI vitamina D.
Vitaminas,Vitamina D,"Mínimo: 1,5 μg

Máximo: 12,5 μg","Mínimo: 1,5 μg

Máximo: 19,0 μg","Mínimo: 2,25 μg

Máximo: 31,5 μg","Mínimo: 2,25 μg

Máximo: 37,5 μg","Mínimo: 2,25 μg

Máximo: 50,0 μg","Mínimo: 3 μg

Máximo: 50,0 μg","Mínimo: 2,25 μg

Máximo: 50,0 μg","Mínimo: 2,25 μg

Máximo: 50,0 μg",Como Colecalciferol. 1 μg colecalciferol = 40 UI vitamina D.
Vitaminas,Vitamina D,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"A partir de 11 anos                                       Mínimo: 1 μg   
                                                               Máximo: 16,67 μg","Mínimo: 1 μg

Máximo: 16,67 μg","Mínimo: 1 μg

Máximo: 16,67 μg","Mínimo: 1 μg

Máximo: 16,67 μg",Como Calcidiol. 1 μg calcidiol = 120 UI vitamina D.
